,avg_slope,local_height,local_relief,planar_slope,relief,flooded
108,0.246584,9.55,1.1268071943695048,0.037932950469107427,6.14,0.0
109,0.246662,6.95,-0.33172069840851748,0.010051962574450171,4.55,0.0
110,0.140319,10.34,1.4617857802951661,0.090461939808753819,12.59,0.0
111,0.266948,43.67,1.58448468118047,0.08701921299103256,36.42,0.0
112,1.85161,67.47,31.554574828924814,0.48846015667109494,72.01,0.0
113,0.141954,6.64,0.22515348304500549,0.016038915667609756,4.28,0.0
114,0.268059,3.27,-0.86846769112236899,0.023728223177859498,7.89999,0.0
115,0.135782,3.35,0.059361760599223601,0.0019903244255589938,4.11,0.0
116,0.146127,2.77,-0.2084653255798159,0.0097534503673461486,4.32,0.0
117,0.041982,3.16,-0.046779303484584034,0.0019074043301846575,5.45,0.0
118,0.214439,2.50999,-0.77616318463007161,0.0055811392393348988,4.32,0.0
119,0.230306,3.64,-0.18203552320515826,0.0071179503561061598,4.96001,0.0
120,0.212364,4.58,-0.34883066743380198,0.035847756743705765,5.25,0.0
121,0.183221,5.76,0.7175591016320908,0.03778321177777292,5.1,0.0
122,0.224926,4.44,0.092980564921532505,0.024551028896120885,5.18999,0.0
123,0.162529,11.44,1.409955758907472,0.017795569909846626,14.62,0.0
124,0.181027,3.7,0.62418019184704576,0.057324567186545106,5.43,0.0
125,0.118815,3.63,1.0186189646547206,0.062146521131140428,3.88999,0.0
126,0.13612,1.72,-0.65621780560631748,0.018706270709987236,4.98,0.0
127,0.127245,2.63,-0.37672131048108781,0.016889808184199686,6.73,0.0
128,0.180704,4.65999,0.61242355418775674,0.022635310857218739,6.14999,0.0
129,0.429173,9.05,-0.43572138359117218,0.018602152538345105,15.11,0.0
130,0.143254,2.72001,-0.73538424296089033,0.035822950227544358,6.85,0.0
131,0.361778,4.69,-0.35716475940408543,0.040252033290878203,7.34,0.0
132,0.0528245,5.56999,0.56623349032048509,0.0068949761845695408,4.63,0.0
133,0.146353,9.79,-0.24288004808465757,0.014998648672999354,14.1,0.0
134,0.207154,1.2,-1.0794792733456262,0.011741653772828112,3.74,0.0
135,0.179742,2.77,0.16289936386036175,0.0066586162516440043,4.1,0.0
136,0.17576,3.84,0.66140732534810098,0.031631594328833584,4.09,0.0
137,0.1884,3.6,0.080104248786440735,0.0038839484819579869,4.99,0.0
138,0.106582,5.80999,-0.4072546166011648,0.036384164872728622,7.34999,0.0
139,0.188777,1.76,-0.67258973565702718,0.017907227691611054,4.93,0.0
140,0.249535,2.6,-0.69359034704119438,0.009497550489326061,5.9,0.0
141,0.215224,2.66,-0.62973361719564735,0.036712393210234819,5.32,0.0
142,0.231991,4.43,0.12401032066257756,0.045106239285223539,6.56,0.0
143,0.21907,2.28,-0.62266757978460419,0.016636842237578307,4.69,0.0
144,0.118864,4.08,0.016818429871023,0.0078167984790891761,4.24,0.0
145,0.137995,4.11,0.016880348785825561,0.015396081333605847,4.12999,0.0
146,0.203696,4.03,0.91319451944763586,0.017939606085195989,4.14,0.0
147,0.204279,6.28001,-0.99954896219582423,0.076881174740771871,9.06,0.0
148,0.201357,3.58,0.14727183235725505,0.068071573583839709,5.77,0.0
149,0.212011,4.62,1.0113917087531092,0.061286631769743763,6.04,0.0
150,0.224188,3.68,0.38221970151027307,0.012723746707637786,5.73,0.0
151,0.193538,4.69,-0.78985657915075791,0.025104900278994115,8.06,0.0
152,0.099624,5.44,0.27350350280957514,0.018196121278526305,6.1,0.0
153,0.123333,3.68,0.2297804445378091,0.0077888185546302301,4.26,0.0
154,0.131965,4.10999,0.19303173198331081,0.048959168149051296,5.57,0.0
155,0.16754,4.48,0.37496463919245571,0.031923624072443563,5.87,0.0
156,0.185227,3.27,-0.83880269638268601,0.02178647728506897,4.80001,0.0
157,0.171896,4.33,-0.083269019549149448,0.014609081965762164,5.05001,0.0
158,0.186926,4.17,-0.14708203590600988,0.026912772447268897,5.82,0.0
159,0.17165,3.31,-0.25259084342511073,0.015571074879873586,4.19,0.0
160,0.246208,3.67,-0.15978478942043495,0.012223318285815112,5.81,0.0
161,0.247723,5.7,0.12079470006091242,0.031020813911317228,4.84,0.0
162,0.243019,5.87,-0.088841946890681811,0.017170699310786915,5.95,0.0
163,0.13015,3.15,-0.28846448849766659,0.015350185517879304,5.65,0.0
164,0.199127,3.57999,-0.052334175406386407,0.0083270879983679998,4.11,0.0
165,0.21157,3.11,-0.28690786293377357,0.046795111945161116,5.5,0.0
166,0.160096,6.00999,0.44670357665643223,0.020469748109974251,7.44,0.0
167,0.198934,12.47,-1.0796500660809585,0.022699017048467957,5.06,0.0
168,0.164869,3.55,0.75641936860493786,0.020202926492315424,5.00999,0.0
169,0.176553,2.31999,-0.5660306479650643,0.014221792562935202,10.59,0.0
170,0.284818,3.0,-1.2151187291470222,0.021722691778882395,7.28999,0.0
171,0.183065,9.65,0.74214193410688978,0.019646728038402918,10.57,0.0
172,0.23306,3.04,-0.44208509110583094,0.0074557934198634128,4.41999,0.0
173,0.236683,3.24,-0.4440430564281499,0.013781830758970727,6.48,0.0
174,0.147878,3.25999,-0.18762144296021432,0.024498315766797146,5.30001,0.0
175,0.175299,4.92,0.66404435213446789,0.010358341067426433,6.93,0.0
176,0.261273,2.23,-1.7393741848955386,0.098475198990259263,7.98,0.0
177,0.140896,2.60999,-0.091402690778721762,0.0044491754213633146,5.03,0.0
178,0.220563,1.62,-1.0032987346047406,0.019567471943714904,4.88,0.0
179,0.212349,16.63,1.2185991057861223,0.034497985728336969,17.38,0.0
180,0.187129,4.82,-0.78162778468598049,0.032397692312604025,5.37,0.0
181,0.139165,3.29999,0.15083537649007894,0.051318420981763764,5.0,0.0
182,0.147137,3.0,-0.11068777797461848,0.013218670261026856,4.37,0.0
183,0.200915,3.89001,1.0359955113065951,0.047381540933267137,5.82999,0.0
184,0.175387,13.44,1.1656838934371763,0.058290969380035987,14.14,0.0
185,0.217742,2.25,-1.1711848776000124,0.027607086880356759,5.73,0.0
186,0.260153,4.35,-1.3532257370788159,0.047478817469276943,7.73999,0.0
187,0.394214,15.65,2.5148284951645934,0.33408873654406329,20.88,0.0
188,0.249729,1.62001,-2.0738373709749709,0.045595888813835597,7.6,1.0
189,0.191632,4.1,-0.8208990272925476,0.038152193208763015,7.46,1.0
190,0.170323,1.47,-1.1160099865041673,0.024735594984160274,5.44001,1.0
191,--,--,--,--,--,1.0
192,0.324295,9.16002,1.0670626477086103,0.0074293040781675309,6.46999,1.0
193,0.203882,12.9,-0.78050068845256249,0.024958888825155921,15.79,1.0
194,0.241253,10.55,1.3650306314434317,0.093359005740399667,12.34,1.0
195,0.180204,3.0,-1.349757581308765,0.0021537362453019578,6.06999,1.0
196,0.389689,5.38,1.2425847424909904,0.0061015637622691783,6.92999,1.0
197,0.231165,1.41,-1.1985934350098404,0.010506601388980142,5.37,1.0
198,0.189794,1.97,-0.23965946622527667,0.021090548516654394,3.55,1.0
199,0.175744,2.19,-0.57329668284298663,0.0092373161107315131,4.68,1.0
200,0.261684,4.27,0.39026916043421522,0.039418188204478274,7.93999,1.0
201,0.557087,20.2,-5.5900900011799592,0.3049909793033157,41.68,1.0
202,0.176921,20.23,-1.1519301149507584,0.0064081290538927256,20.41,1.0
203,0.148394,2.34,-0.1150184855775791,0.013670262323062553,4.19,1.0
204,0.223678,6.07999,-0.77642463761992531,0.011300458774115663,5.32001,1.0
205,0.130913,3.03001,-0.37164944574756476,0.011494985965490628,4.24,1.0
206,0.201743,10.88,-0.86038713610730611,0.020931230834714858,15.4,1.0
207,0.248882,6.27,-1.6317862423613434,0.017689535704559781,7.85999,1.0
208,0.804691,21.85,3.4948651689233756,0.65795272253142523,37.43,1.0
209,0.209135,2.17,-1.4185764770321754,0.031467006593098076,6.87,1.0
210,0.21006,4.54001,-1.1825929701900577,0.016048552065506677,5.11,1.0
211,--,--,--,--,--,1.0
212,0.622707,15.98,4.8355549348779618,0.22172506076242446,20.47,1.0
213,0.166831,4.89,-1.4159562573565978,0.024637739564045972,5.52,1.0
214,0.304481,6.8,-0.88535893746509942,0.031641217050742299,11.5,1.0
215,0.199828,7.92001,-0.64006577154391664,0.035242701956160874,12.39,1.0
216,0.376869,5.41,0.96799535217889598,0.0071215285795153734,5.95,1.0
217,--,--,--,--,--,1.0
218,0.164896,2.34,-0.0061058575851689056,0.043409854407729861,4.8,1.0
219,0.282614,2.05,-2.066502211061561,0.013473154735556672,6.42999,1.0
220,0.191098,1.26001,-2.5401547778908267,0.016607272115325599,8.57,1.0
221,0.242145,9.69,0.85318060376225446,0.12646266540927045,8.05,1.0
222,3.1303231257410231,51.74,-4.8793918416006221,2.6122646095701829,120.07,1.0
223,0.253951,3.72001,-1.7975836010935637,0.07373972168927509,8.41999,1.0
224,0.174435,5.14,0.19094169941131867,0.020213930881637022,5.35,1.0
225,0.325959,3.19,-2.655668041506587,0.016216253136979986,7.57,1.0
226,0.209826,2.55,-1.2044379279810045,0.0034800467849627858,6.35001,1.0
227,0.998284,14.97,0.18469607017875944,0.035205646491684214,20.05,1.0
228,--,--,--,--,--,1.0
229,0.238021,2.4,-0.97477907640980277,0.0078695596096469422,5.08999,1.0
230,0.282766,2.07,-2.3533256366801254,0.10719292514224969,9.41999,1.0
231,0.449478,9.01,1.0631538534142635,0.010423319306111683,6.53,1.0
232,0.169308,2.8,-0.45192768042851839,0.040697003128770573,7.92,1.0
233,0.275091,1.69,-2.0738057498615063,0.017600639174350192,9.93,1.0
234,0.250846,9.16,-1.9300057914558266,0.023153682816220794,13.7,1.0
235,0.203143,3.02,-0.99288530935512398,0.017096403767521293,8.09,1.0
236,0.253914,6.09,-2.1415736206129168,0.15282557961260998,26.75,1.0
237,0.185491,0.830009,-1.5850560903876243,0.00322484351037343,4.96001,1.0
238,0.1945,14.65,-0.61038798265497007,0.025278327241016176,17.74,1.0
239,0.46314,29.43,2.8869055387650704,0.28222255799166751,26.8,1.0
240,0.7323,15.14,3.8614196582568017,0.49071893738892108,41.5,1.0
241,0.364211,26.94,3.3607710687294059,0.15010760366399867,23.54,1.0
242,0.21851,6.12,0.36362582164427693,0.034799867943116521,6.10999,1.0
243,0.197311,6.62,1.0202115510517018,0.0027979589447444764,6.76999,1.0
244,0.164404,2.58001,0.37381069821167046,0.011583476259355371,5.07,1.0
245,0.234621,1.89,-1.4559265000666457,0.038046859560516788,8.01,1.0
246,0.283996,7.4,0.56487341730937146,0.039873643780247062,9.64,1.0
247,0.223475,36.78,0.30012863617339036,0.022806114963200362,38.08,1.0
248,0.318922,8.28999,2.5235756709978716,0.14567886732834998,10.95,1.0
249,0.192317,1.57,-1.349642819446899,0.01196690405661344,4.97,1.0
250,0.279994,3.35,-2.9748446117576179,0.034879035733607622,7.03,1.0
251,0.497981,10.56,0.37294283685042728,0.26021681067846686,13.61,1.0
252,0.191392,3.31001,0.061083521099462246,0.015156063640450402,4.58001,1.0
253,--,--,--,--,--,1.0
254,0.215931,9.09999,-1.2212675769342525,0.016326099707887735,12.99,1.0
255,0.217268,16.05,-1.155247151497349,0.017471652743635678,6.51,1.0
256,0.273996,5.01,-0.62553864153323957,0.017146595334526865,7.98001,1.0
257,0.278997,2.24,-2.2630204275020986,0.0080096662754248413,6.43001,1.0
258,0.318183,9.7,-0.21890428563730779,0.020597706085346452,9.2,1.0
259,0.242121,17.84,-2.3172668831465728,0.054563097828090136,28.12,1.0
260,0.47998,23.22,3.7329932202509397,0.26925777275960461,28.67,1.0
261,--,--,--,--,--,1.0
262,--,--,--,--,--,1.0
263,0.192131,1.29,-1.6965133784439033,0.0041000460289685094,4.26,1.0
264,0.173571,6.50999,-0.26256303012489468,0.017296710502955424,10.31,1.0
265,0.217409,4.12,0.76851318224485254,0.086465869290457256,6.86,1.0
266,0.274344,3.4,-1.9439058029112033,0.019043312015454183,6.98,1.0
267,0.265636,1.53,-1.7995882480541638,0.040249201152171218,6.00999,1.0
268,0.292451,2.59,-1.5532733584082621,0.054360667431954723,8.29,1.0
269,0.204394,12.97,-1.143098625063331,0.023608228835102423,23.03,1.0
270,0.260148,15.03,-0.70328787670068493,0.025661078122397658,19.0,1.0
271,0.322023,4.83,-2.1784572453056228,0.02633439195012598,8.31,1.0
272,0.153472,8.59,-0.077775268252345597,0.021255586122743898,7.42001,1.0
273,0.198129,11.58,-0.32800396694095468,0.032765226727914785,8.61,1.0
274,0.280272,18.72,-0.81686172869088125,0.033868932842710663,21.93,1.0
275,0.24595,1.38,-1.6418487276723539,0.0098480744330191831,4.74,1.0
276,0.165858,4.74,-0.70742634472514965,0.043399756866622237,7.94001,1.0
277,--,--,--,--,--,1.0
278,0.696629,14.02,6.8456341522965687,0.41869385790972924,21.31,1.0
279,0.177287,3.43,-0.96792585212743631,0.030713566515592303,5.78999,1.0
280,0.23392,0.959999,-2.1572741668519768,0.029323335541383801,6.12001,1.0
281,0.317735,21.03,-0.37267875060895506,0.045806964954034891,26.98,1.0
282,0.159765,3.63,-1.4496629386754165,0.025601589425835444,5.05,1.0
283,0.155863,4.45,-0.41424813755327961,0.037763391765382841,7.22001,1.0
284,0.303475,21.74,0.84295500336833129,0.040921448587817072,27.31,1.0
285,0.166184,0.910004,-1.4677152838617644,0.023152369474618156,6.16,1.0
286,0.411359,9.64,-1.7837940117804436,0.0067259818366919698,15.3,1.0
287,0.226985,15.76,-0.90185505361604612,0.013064972249776659,20.45,1.0
288,0.399214,5.44,0.72697698624827467,0.024571274860030981,11.25,1.0
289,0.347555,24.98,-2.6796003637326891,0.012819260961834779,31.87,1.0
290,0.32094,11.46,-2.0578091747421752,0.039570483270550252,18.77,1.0
291,0.150121,1.57999,-0.81304786750736469,0.022405930814334264,3.40001,1.0
292,0.118195,2.13,-0.92125255606229928,0.0068573301978118034,15.83,1.0
293,--,--,--,--,--,1.0
294,--,--,--,--,--,1.0
295,0.282911,8.61001,-2.9764780452421746,0.040309976990280244,6.25002,1.0
296,1.13345,24.69,2.830923258649598,0.19766851296290139,27.77,1.0
297,--,--,--,--,--,1.0
298,0.379762,5.62,1.8941612493662916,0.03365318306113449,6.73001,1.0
299,0.266202,6.85001,-1.1360966281690281,0.02360205834769993,6.65,1.0
300,0.188232,2.44,-0.39217295949733,0.022879361878998108,4.58,1.0
301,0.225147,7.89,1.4991346567692005,0.024990123141705949,6.63,1.0
302,0.225673,13.51,-1.4905686729511416,0.034895435942407564,18.42,1.0
303,0.215977,1.98999,-1.4268627623162757,0.016553955014897041,5.26,1.0
304,0.247857,3.42,-1.3385098339162766,0.02030020401908382,5.51,1.0
305,0.3181,1.56001,-3.1052768674134512,0.038701409280715256,6.53,1.0
306,0.38686,5.28001,-0.35089376688257801,0.070297995175307923,13.11,1.0
307,0.248236,2.66,-1.0241412939121943,0.018636675205691129,5.96,1.0
308,0.413611,5.60001,0.059005559390143958,0.068920075560148106,12.77,1.0
309,0.25341,10.1,-1.1036819878955981,0.027430442803759284,12.77,1.0
310,0.238513,1.92,-2.8448630188899955,0.032377015066474647,6.79,1.0
311,0.521848,24.53,5.0358459886627429,0.050221221576827256,26.19,1.0
312,1.25632,16.17,-0.84105152583053666,0.96817735265016447,49.71,1.0
313,0.187288,8.84999,-0.96185216219064529,0.045478352399260791,9.68,1.0
314,0.154338,3.09,0.28838663576507173,0.0065169366413393654,3.9,1.0
315,0.20687,4.49,-0.19805349690977891,0.023771968182941684,5.87,1.0
316,0.21501,3.95,-0.13385505309975088,0.018981249702639012,6.47,1.0
317,0.18379,14.7,-0.5213792077326076,0.021076679702063034,6.89001,1.0
318,0.241822,7.65001,-2.3438773042562246,0.04328621577197015,5.91999,1.0
319,--,--,--,--,--,1.0
320,0.278777,21.84,0.17845622200624689,0.032797633690778732,28.63,1.0
321,0.225267,2.59,-1.2646125638799219,0.0071491975953678205,4.85999,1.0
322,0.353259,12.04,-2.024880131176559,0.055042369406006625,23.53,1.0
323,0.494574,15.33,-3.7134666937078151,0.44364858730922385,49.71,1.0
324,0.327639,35.28,3.8665113491249627,0.119919831655385,38.37,1.0
325,0.21842,4.49,0.16121269090022139,0.0059539171655009077,4.59999,1.0
326,0.206771,1.73,-2.2109544263019103,0.018373908270433194,5.21001,1.0
327,0.205835,12.22,-1.0585045717853063,0.063565919574031404,6.60001,1.0
328,0.633039,30.42,4.1147079319511306,0.15253385210223616,45.07,1.0
329,0.191901,1.82,-1.13477929883787,0.01938594138262072,5.8,1.0
330,0.241198,4.50001,-0.095156529639808696,0.016856582421305753,6.89999,1.0
331,--,--,--,--,--,1.0
332,0.235156,2.35001,-1.2789874281067029,0.010305788873314776,4.67,1.0
333,0.136525,4.26,-0.57408848631547471,0.016057219805252987,10.15,1.0
334,0.205491,2.08,-1.1566635821400197,0.033243057806189136,6.04,1.0
335,0.205202,2.63001,-0.45397202791627933,0.031765565669015082,4.98,1.0
336,0.223425,3.57999,-0.49802233442048305,0.054522375145555663,7.53001,1.0
337,0.182123,3.02,-1.3669786690175698,0.024200727043768005,5.91999,1.0
338,--,--,--,--,--,1.0
339,--,--,--,--,--,1.0
340,0.752165,14.63,0.52107277957246367,0.099045549857134027,19.04,1.0
341,0.256821,39.9,0.79728390752242717,0.067744344806832335,43.3,1.0
342,0.316418,10.19,0.026058063876277515,0.11726007104015757,14.95,1.0
343,0.242454,3.19,-0.65714875918811799,0.045646917515509991,7.1,1.0
344,0.26168,25.84,-0.53817870889089647,0.017304523858107705,29.91,1.0
345,--,--,--,--,--,1.0
346,3.787941324586237,66.16,25.135732269068065,2.2847423867076131,69.56,1.0
347,0.20144,16.76,-0.71187555388404178,0.019619188340184477,10.56,1.0
348,0.217268,16.05,-1.155247151497349,0.017471652743635678,6.51,1.0
349,0.267716,4.83,-1.9513862957552561,0.006340417335466763,7.61001,1.0
350,0.238533,13.36,-0.22596693162492443,0.089886501240580244,20.7,1.0
351,0.321474,2.56999,-2.0848537247967016,0.03240021723110325,6.53001,1.0
352,0.912585,22.36,6.1503812687877755,0.28641917444884257,26.09,1.0
353,0.243372,2.57,-1.8104600672350415,0.029210900779971846,5.18999,1.0
354,--,--,--,--,--,1.0
355,0.294847,12.61,0.66654168227663035,0.0161499946050686,5.73,1.0
356,0.251093,1.68,-1.5598737207641449,0.016196474103398424,6.55,1.0
357,0.241978,7.64,-2.2183513283784038,0.02815006745248845,6.67,1.0
358,0.318966,7.13998,0.61757093027512155,0.054310388916299204,9.33001,1.0
359,0.314245,1.11,-1.985349455433564,0.012492116162428452,6.19,1.0
360,0.166465,1.42999,-1.0571255968067987,0.0023255470719557546,5.57001,1.0
361,0.376595,6.49999,-0.011558461781589813,0.12571209081183854,11.5,1.0
362,0.229633,1.76,-1.6483263987590817,0.0068859762955488114,5.45,1.0
363,0.56294,36.83,4.0278389734059772,0.38957892959628326,31.21,1.0
364,0.228126,3.65,0.28563694197345768,0.026403424175824013,6.82,1.0
365,0.302683,2.16,-1.8234711937598433,0.0075926582245636962,5.77,1.0
366,0.234536,1.49,-2.5523688129273268,0.060096569609284403,6.53,1.0
367,0.228305,2.39,-0.67659274500837796,0.034177703598388606,4.73999,1.0
368,0.238285,5.63,-0.86013100601844883,0.016705482206639585,5.99,1.0
369,0.250984,4.12,0.75333806011593651,0.047296543320532576,6.09,1.0
370,0.329439,20.53,-1.9626621443439234,0.073038200827178934,8.96,1.0
371,0.237521,4.84,0.38334521453676018,0.046016176946498177,7.06999,1.0
372,0.241126,1.25,-1.5265759068497644,0.02953296479735967,5.01,1.0
373,0.285293,2.32,-1.2567954683354685,0.026395119275666616,5.62,1.0
